Td 	 Time	ELECTRICITY	GASOLINE	DIESEL	BIOETHANOL	BIODIESEL	LFO	GAS	JETFUEL_RE	JETFUEL	FT_FUEL	GAS_RE	WOOD	WET_BIOMASS	COAL	URANIUM	WASTE	H2	H2_RE	AMMONIA	METHANOL	AMMONIA_RE	METHANOL_RE	ELEC_EXPORT	CO2_EMISSIONS	RES_WIND	RES_SOLAR	RES_HYDRO	RES_GEO	CO2_ATMOSPHERE	CO2_CENTRALISED	CO2_CAPTURED	CO2_DECENTRALISED	OTHER_GHG	OLIVE_PITS	APPLES	CEREALSTRAW	CHERRIES	MAIZESTRAW	OLIVES	OSR	RICESTRAW	VINEYARDS	MISCANTHUS	SWITCHGRASS	WILLOW	POPLAR	CP_RES	FUELWOOD_RES	LANDSCAPECARE	MSW	FUELWOODRW	OTHERSECRESID	SAWDUST	CP_RW	GRASS_FOR_BIOGAS	MAIZE_SILAGE	SUGARBEETTOPS	MANURE_LIQ	MANURE_SOL	SLUDGE	NUCLEAR	CCGT	CCGT_AMMONIA	COAL_US	COAL_IGCC	PV	WIND_ONSHORE	WIND_OFFSHORE	HYDRO_RIVER	GEOTHERMAL	IND_COGEN_GAS	IND_COGEN_WOOD	IND_COGEN_WASTE	IND_BOILER_GAS	IND_BOILER_WOOD	IND_BOILER_OIL	IND_BOILER_COAL	IND_BOILER_WASTE	IND_DIRECT_ELEC	DHN_HP_ELEC	DHN_COGEN_GAS	DHN_COGEN_WOOD	DHN_COGEN_WASTE	DHN_COGEN_WET_BIOMASS	DHN_COGEN_BIO_HYDROLYSIS	DHN_BOILER_GAS	DHN_BOILER_WOOD	DHN_BOILER_OIL	DHN_DEEP_GEO	DHN_SOLAR	DEC_HP_ELEC	DEC_THHP_GAS	DEC_COGEN_GAS	DEC_COGEN_OIL	DEC_ADVCOGEN_GAS	DEC_ADVCOGEN_H2	DEC_BOILER_GAS	DEC_BOILER_WOOD	DEC_BOILER_OIL	DEC_SOLAR	DEC_DIRECT_ELEC	TRAMWAY_TROLLEY	BUS_COACH_DIESEL	BUS_COACH_HYDIESEL	BUS_COACH_CNG_STOICH	BUS_COACH_FC_HYBRIDH2	TRAIN_PUB	CAR_GASOLINE	CAR_DIESEL	CAR_NG	CAR_METHANOL	CAR_HEV	CAR_PHEV	CAR_BEV	CAR_FUEL_CELL	PLANE	BOAT_FREIGHT_DIESEL	BOAT_FREIGHT_NG	BOAT_FREIGHT_METHANOL	TRAIN_FREIGHT	TRUCK_DIESEL	TRUCK_METHANOL	TRUCK_FUEL_CELL	TRUCK_ELEC	TRUCK_NG	HABER_BOSCH	CO2_TO_METHANOL	E_WOOD_TO_METHANOL	METHANE_TO_METHANOL	OIL_TO_HVC	GAS_TO_HVC	BIOMASS_TO_HVC	METHANOL_TO_HVC	EFFICIENCY	DHN	GRID	ALKALINE_ELECTROLYSIS	HT_ELECTROLYSIS	SMR	BIO_HYDROLYSIS	H2_BIOMASS	WOOD_TO_METHANE	CO2_TO_METHANE	E_WOOD_TO_METHANE	BIOMETHANATION	PYROLYSIS_TO_LFO	PYROLYSIS_TO_FUELS	ATM_CCS	INDUSTRY_CCS	WOOD_TO_METHANOL	AMMONIA_TO_H2	E_WOOD_TO_FT	WOOD_TO_FT	CO2_TO_FT	REFINERY_JETFUEL	REFINERY_GASOLINE	REFINERY_DIESEL	CEMENT_PROCESS	NATURAL_CO2_SEQUESTRATION	AGRICULTURE_EMISSIONS	BIOMASS_SEQUESTRATION	DAC_HT	DAC_LT	WOOD_GROWTH	WET_BIOMASS_GROWTH	SEQUESTRATION	GHG_EMISSIONS	PHS_Pin	PHS_Pout	BATT_LI_Pin	BATT_LI_Pout	BEV_BATT_Pin	BEV_BATT_Pout	PHEV_BATT_Pin	PHEV_BATT_Pout	TS_DEC_DIRECT_ELEC_Pin	TS_DEC_DIRECT_ELEC_Pout	TS_DEC_HP_ELEC_Pin	TS_DEC_HP_ELEC_Pout	TS_DEC_THHP_GAS_Pin	TS_DEC_THHP_GAS_Pout	TS_DEC_COGEN_GAS_Pin	TS_DEC_COGEN_GAS_Pout	TS_DEC_COGEN_OIL_Pin	TS_DEC_COGEN_OIL_Pout	TS_DEC_ADVCOGEN_GAS_Pin	TS_DEC_ADVCOGEN_GAS_Pout	TS_DEC_ADVCOGEN_H2_Pin	TS_DEC_ADVCOGEN_H2_Pout	TS_DEC_BOILER_GAS_Pin	TS_DEC_BOILER_GAS_Pout	TS_DEC_BOILER_WOOD_Pin	TS_DEC_BOILER_WOOD_Pout	TS_DEC_BOILER_OIL_Pin	TS_DEC_BOILER_OIL_Pout	TS_DHN_DAILY_Pin	TS_DHN_DAILY_Pout	TS_DHN_SEASONAL_Pin	TS_DHN_SEASONAL_Pout	TS_HIGH_TEMP_Pin	TS_HIGH_TEMP_Pout	GAS_STORAGE_Pin	GAS_STORAGE_Pout	H2_STORAGE_Pin	H2_STORAGE_Pout	DIESEL_STORAGE_Pin	DIESEL_STORAGE_Pout	GASOLINE_STORAGE_Pin	GASOLINE_STORAGE_Pout	LFO_STORAGE_Pin	LFO_STORAGE_Pout	AMMONIA_STORAGE_Pin	AMMONIA_STORAGE_Pout	METHANOL_STORAGE_Pin	METHANOL_STORAGE_Pout	CO2_STORAGE_Pin	CO2_STORAGE_Pout	JETFUEL_STORAGE_Pin	JETFUEL_STORAGE_Pout	WOOD_STORAGE_Pin	WOOD_STORAGE_Pout	END_USE	
 1 	 1						0.000000																																																																						-0.000009												-0.000005						-0.000031					-0.000013																																															0.000022																																																																-38867.043445	38867.043480											0.000000	
 1 	 2						0.000000																																																																						-0.000009												-0.000005						-0.000031					-0.000014																																															0.000022																																																																-38841.398906	38841.398942											0.000000	
 1 	 3						0.000000																																																																						-0.000009												-0.000005						-0.000032					-0.000014																																															0.000023																																																																-38859.264772	38859.264808											0.000000	
 1 	 4						0.000000																																																																						-0.000009												-0.000005						-0.000031					-0.000014																																															0.000022																																																																-38866.561077	38866.561113											0.000000	
 1 	 5						0.000000																																																																						-0.000009												-0.000005						-0.000031					-0.000014																																															0.000022																																																																-38863.597847	38863.597884											0.000000	
 1 	 6						0.000000																																																																						-0.000009												-0.000005						-0.000031					-0.000014																																															0.000022																																																																-38864.412257	38864.412294											0.000000	
 1 	 7						0.000000																																																																						-0.000009												-0.000005						-0.000030					-0.000015																																															0.000022																																																																-38865.455357	38865.455394											0.000000	
 1 	 8						0.000000																																																																						-0.000009												-0.000005						-0.000031					-0.000015																																															0.000022																																																																-38866.743552	38866.743589											0.000000	
 1 	 9						0.000000																																																																						-0.000009												-0.000005						-0.000031					-0.000015																																															0.000022																																																																-38866.724199	38866.724236											0.000000	
 1 	 10						0.000000																																																																						-0.000009												-0.000005						-0.000030					-0.000015																																															0.000022																																																																-38867.096547	38867.096584											0.000000	
 1 	 11						0.000000																																																																						-0.000009												-0.000005						-0.000030					-0.000015																																															0.000022																																																																-38866.654470	38866.654508											0.000000	
 1 	 12						0.000000																																																																						-0.000007												-0.000005						-0.000007					-0.000016																																															0.000021																																																																-38866.490661	38866.490674											0.000000	
 1 	 13						0.000000																																																																						-0.000006												-0.000005						-0.000004					-0.000016																																															0.000021																																																																-38866.048812	38866.048822											0.000000	
 1 	 14						0.000000																																																																						-0.000006												-0.000005						-0.000004					-0.000016																																															0.000021																																																																-38861.530563	38861.530573											0.000000	
 1 	 15						0.000000																																																																						-0.000006												-0.000005						-0.000004					-0.000016																																															0.000021																																																																-38860.798162	38860.798172											0.000000	
 1 	 16						0.000000																																																																						-0.000007												-0.000005						-0.000007					-0.000017																																															0.000021																																																																-38859.882120	38859.882134											0.000000	
 1 	 17						0.000000																																																																						-0.000009												-0.000005						-0.000030					-0.000017																																															0.000022																																																																-38856.146171	38856.146210											0.000000	
 1 	 18						0.000000																																																																						-0.000009												-0.000005						-0.000030					-0.000018																																															0.000022																																																																-38854.729213	38854.729253											0.000000	
 1 	 19						0.000000																																																																						-0.000009												-0.000005						-0.000030					-0.000019																																															0.000022																																																																-38862.001373	38862.001413											0.000000	
 1 	 20						0.000000																																																																						-0.000009												-0.000005						-0.000031					-0.000022																																															0.000022																																																																-38645.599370	38645.599415											0.000000	
 1 	 21						0.000000																																																																						-0.000009												-0.000005						-0.000030					-0.000020																																															0.000022																																																																-38858.810020	38858.810061											0.000000	
 1 	 22						0.000000																																																																						-0.000009												-0.000005						-0.000030					-0.000020																																															0.000022																																																																-38857.426337	38857.426379											0.000000	
 1 	 23						0.000000																																																																						-0.000009												-0.000005						-0.000030					-0.000021																																															0.000022																																																																-38855.069442	38855.069485											0.000000	
 1 	 24						0.000000																																																																						-0.000009												-0.000005						-0.000030					-0.000022																																															0.000022																																																																-38843.120948	38843.120991											0.000000	
 2 	 1						0.000000																																																																						-0.000008												-0.000005						-0.000010					-0.000008																																															0.000020																																																																-38843.559641	38843.559651											0.000000	
 2 	 2						0.000000																																																																						-0.000008												-0.000005						-0.000010					-0.000008																																															0.000020																																																																-38801.569275	38801.569286											0.000000	
 2 	 3						0.000000																																																																						-0.000008												-0.000005						-0.000009					-0.000008																																															0.000021																																																																-38823.916616	38823.916625											0.000000	
 2 	 4						0.000000																																																																						-0.000008												-0.000005						-0.000010					-0.000008																																															0.000020																																																																-38841.912868	38841.912878											0.000000	
 2 	 5						0.000000																																																																						-0.000008												-0.000005						-0.000009					-0.000007																																															0.000020																																																																-38864.370097	38864.370107											0.000000	
 2 	 6						0.000000																																																																						-0.000008												-0.000005						-0.000009					-0.000007																																															0.000020																																																																-38864.629248	38864.629258											0.000000	
 2 	 7						0.000000																																																																						-0.000008												-0.000005						-0.000009					-0.000008																																															0.000020																																																																-38864.647629	38864.647638											0.000000	
 2 	 8						0.000000																																																																						-0.000008												-0.000005						-0.000009					-0.000007																																															0.000020																																																																-38865.786437	38865.786447											0.000000	
 2 	 9						0.000000																																																																						-0.000008												-0.000005						-0.000009					-0.000007																																															0.000020																																																																-38865.789305	38865.789314											0.000000	
 2 	 10						0.000000																																																																						-0.000008												-0.000005						-0.000009					-0.000007																																															0.000020																																																																-38865.465445	38865.465454											0.000000	
 2 	 11						0.000000																																																																						-0.000007												-0.000005						-0.000005					-0.000007																																															0.000020																																																																-38865.428074	38865.428079											0.000000	
 2 	 12						0.000000																																																																						-0.000007												-0.000005						-0.000005					-0.000007																																															0.000020																																																																-38865.320525	38865.320530											0.000000	
 2 	 13						0.000000																																																																						-0.000007												-0.000005						-0.000005					-0.000007																																															0.000020																																																																-38865.249580	38865.249585											0.000000	
 2 	 14						0.000000																																																																						-0.000007												-0.000005						-0.000005					-0.000007																																															0.000020																																																																-38865.329975	38865.329980											0.000000	
 2 	 15						0.000000																																																																						-0.000007												-0.000005						-0.000005					-0.000007																																															0.000020																																																																-38864.833148	38864.833153											0.000000	
